,Date,Open
22721,2018-06-18,2765.790039
22726,2018-06-25,2742.939941
22731,2018-07-02,2704.949951
22735,2018-07-09,2775.620117
22740,2018-07-16,2797.360107
22745,2018-07-23,2799.169922
22748,2018-07-26,2835.48999
22750,2018-07-30,2819.0
22755,2018-08-06,2840.290039
22760,2018-08-13,2835.459961
22765,2018-08-20,2853.929932
22770,2018-08-27,2884.689941
22779,2018-09-10,2881.389893
22782,2018-09-13,2896.850098
22784,2018-09-17,2903.830078
22789,2018-09-24,2921.830078
22792,2018-09-27,2911.649902
22794,2018-10-01,2926.290039
22799,2018-10-08,2877.530029
22804,2018-10-15,2763.830078
22809,2018-10-22,2773.939941
22814,2018-10-29,2682.649902
22819,2018-11-05,2726.370117
22824,2018-11-12,2773.929932
22829,2018-11-19,2730.73999
22833,2018-11-26,2649.969971
22836,2018-11-29,2736.969971
22838,2018-12-03,2790.5
22842,2018-12-10,2630.860107
22847,2018-12-17,2590.75
22852,2018-12-24,2400.560059
22856,2018-12-31,2498.939941
22860,2019-01-07,2535.610107
22865,2019-01-14,2580.310059
22874,2019-01-28,2644.969971
22879,2019-02-04,2706.48999
22884,2019-02-11,2712.399902
22893,2019-02-25,2804.350098
22898,2019-03-04,2814.370117
22903,2019-03-11,2747.610107
22908,2019-03-18,2822.610107
22913,2019-03-25,2796.01001
22918,2019-04-01,2848.629883
22923,2019-04-08,2888.459961
22928,2019-04-15,2908.320068
22932,2019-04-22,2898.780029
22937,2019-04-29,2940.580078
22942,2019-05-06,2908.889893
22947,2019-05-13,2840.189941
22952,2019-05-20,2841.939941
